age,years_with_company,vehicle_value,coverage_amount,credit_score,income,driving_distance,region,vehicle_type,claim_type,claim_amount
46.0,6.0,5.0,10.0,656.0,39.183111774550326,10.558793924959915,Northeast,SUV,Total Loss,4711.9698481239975
43.0,8.0,21.900818247000153,22.722873708047477,638.0,50.78394222649684,8.340373580237747,West,Compact,Minor Damage,8065.4619731997645
42.0,2.0,34.41644739563438,38.62872476482248,662.0,38.24243960713389,14.900387420461367,Northeast,Sedan,Moderate Damage,11371.27477604249
27.0,3.0,45.64794388782747,62.98591033952685,833.0,99.1264580378056,10.5595687309825,South,Compact,Moderate Damage,13789.05362861083
39.0,9.0,32.8821716216774,48.111711227267904,710.0,65.13966552168371,8.920616385705321,Midwest,Truck,Moderate Damage,11399.278051075675
53.0,4.0,28.82416851580646,39.42402102665204,749.0,84.49713385830204,6.857779331232582,Northeast,Sedan,Total Loss,10740.991442783947
68.0,14.0,28.524524763903806,33.01361622584995,619.0,21.04114929018926,13.568617431635344,West,Sedan,Minor Damage,11210.983448444451
61.0,10.0,36.675963215491876,50.01989202199388,531.0,70.28647362629367,9.96566808434801,Midwest,Sedan,Minor Damage,13590.127546191992
70.0,16.0,30.418355269390023,34.44588220298753,666.0,70.32614055185965,3.9492987440437144,Northeast,Sedan,Minor Damage,11345.1563352486
54.0,7.0,26.20146359773398,48.61417716570153,713.0,85.86906086725216,7.1869248414238145,West,SUV,Minor Damage,11168.026833951813
43.0,5.0,20.630277625033784,38.8448697945328,694.0,35.83269510151834,11.06561225736407,South,Truck,Minor Damage,9165.771533751793
45.0,7.0,43.02336945415789,54.690861039089924,619.0,42.760587876124404,11.17784934033133,Midwest,Truck,Moderate Damage,14015.220534759159
54.0,5.0,27.547384602812905,53.54929613214463,583.0,26.982590315571578,11.025830998517398,West,Sedan,Minor Damage,12150.69715595644
39.0,3.0,33.20602288106652,32.76029867192487,609.0,40.93749992666855,10.468975553729756,West,SUV,Moderate Damage,10550.451714757211
18.0,2.0,43.67940483154057,56.3225492784964,661.0,60.48903661623252,6.096585109054355,South,Luxury,Moderate Damage,12758.129294737157
66.0,12.0,22.296118987813735,29.130453440893103,763.0,70.7731691009914,8.501805903403795,Northeast,Luxury,Minor Damage,9481.399271028604
42.0,5.0,29.86295262469935,19.943182768045453,588.0,20.0,16.735107945936406,Northeast,Compact,Total Loss,9342.27521379695
40.0,5.0,33.05496854429176,45.32162036606403,710.0,53.588212101237225,16.144912507412265,Midwest,SUV,Moderate Damage,11492.597723614192
45.0,5.0,32.62066201525401,43.72059589008386,688.0,68.9817993041752,14.311807129376206,West,SUV,Moderate Damage,11547.542151729214
46.0,5.0,19.84666018098701,30.78059520995646,806.0,47.68399437247793,13.958010416162674,Northeast,Truck,Major Damage,8401.396904348636
61.0,14.0,24.272449121957433,24.12988682476543,621.0,48.67809703539153,15.619023632261966,Northeast,Truck,Major Damage,9559.733905081399
41.0,7.0,35.249169116266806,51.017850159416,612.0,20.669035543439684,7.516821050031599,West,Compact,Moderate Damage,12277.723906444091
30.0,6.0,28.402811776828074,23.276602111631227,797.0,60.97708183362949,12.131713467027796,South,Sedan,Minor Damage,8241.842772130405
48.0,14.0,11.906439608131471,36.33234443418183,601.0,25.450308882411555,7.5189313974121585,Northeast,Truck,Minor Damage,7868.5267808895715
29.0,1.0,25.44568140692359,24.64492814984143,781.0,64.83205834904241,7.588342120938907,Northeast,Sedan,Moderate Damage,7851.155016049325
59.0,8.0,21.379898343439862,23.3677602697338,597.0,29.19286020167217,13.472259750987766,South,Compact,Minor Damage,9049.212066869379
55.0,7.0,13.438439678164924,16.877113124629414,695.0,82.4055920640712,15.787001756543502,West,Compact,Major Damage,7015.61004560868
59.0,11.0,8.742348269223246,19.20190405936006,759.0,59.772523077518755,11.224603462309847,West,SUV,Moderate Damage,6395.119651690038
41.0,3.0,28.16104582466152,23.82690822085589,659.0,101.4467641987869,18.596001728838004,South,SUV,Major Damage,9282.20957458865
52.0,2.0,46.748254112478755,41.695613671378034,773.0,72.82395313590622,12.847137308182146,West,Compact,Minor Damage,13693.065643286609
45.0,9.0,30.637097007281717,26.294674957209033,528.0,25.76506447158478,8.892857870333954,South,Truck,Minor Damage,9980.459994427329
39.0,8.0,52.72507238133639,62.807512362533316,601.0,29.629513563100367,7.653085792505312,West,Sedan,Total Loss,15752.688991015755
41.0,2.0,39.29279861742317,52.294012654621596,625.0,46.11348199497368,16.072525936738863,Northeast,Compact,Moderate Damage,13249.253953401676
36.0,3.0,23.7110194219516,38.691765595648754,704.0,50.42584451845268,12.51383646295926,West,Sedan,Total Loss,9311.840072518622
45.0,7.0,5.0,10.0,603.0,43.0765733574813,14.704189512677928,South,Compact,Minor Damage,4856.604737816948
38.0,3.0,15.98788546620623,20.9684689181194,661.0,20.85421259563516,2.0,Northeast,Sedan,Moderate Damage,6658.660333380487
54.0,7.0,23.143649717640084,22.78893166261726,744.0,57.90632047355222,12.978688137387753,West,Compact,Total Loss,8726.129194090088
46.0,19.0,35.497813876646504,32.273986327195715,680.0,56.70566515638139,9.952903246015051,Northeast,Sedan,Minor Damage,10810.413568823009
41.0,4.0,23.018903959296054,24.377207579606264,698.0,67.29178457094409,6.424961856332542,West,SUV,Total Loss,8157.636246671223
55.0,11.0,24.319741413754,32.419529568264956,602.0,53.96565965757676,11.749270628206299,Northeast,Compact,Moderate Damage,9916.255343229454
40.0,12.0,38.54385820216455,34.12366534220208,674.0,82.31628292375845,16.367254134617824,Northeast,Sedan,Minor Damage,11392.653311066295
55.0,5.0,32.81715591240955,48.07990198140295,759.0,104.24298968552147,21.064913145678872,West,Sedan,Major Damage,12452.588374015639
18.0,3.0,16.419453033085844,26.149149897079138,627.0,78.69688092486754,12.968609629290041,South,SUV,Total Loss,6480.065187461459
43.0,4.0,17.937032086221972,36.930930211094726,705.0,80.40403076286987,9.16341364015391,South,Compact,Minor Damage,8554.114570824724
33.0,6.0,29.458036117827213,32.037070935631775,750.0,83.44148137158982,8.921989773926132,Northeast,SUV,Minor Damage,9264.720836872777
27.0,4.0,21.934633484157672,24.29431304201597,615.0,69.23799394341523,15.852529448260796,South,Compact,Major Damage,7690.053302191449
27.0,2.0,17.46253955673457,39.11804281374923,724.0,38.64502430543071,8.012503523388432,South,Sedan,Major Damage,7821.1369466948345
23.0,7.0,27.030213122037306,38.21021584551255,662.0,33.388618526853904,14.489709518111052,South,Sedan,Moderate Damage,9194.591973899376
54.0,13.0,46.42757174573238,62.56913044988413,594.0,63.00222255821252,13.17472475983847,Midwest,Sedan,Major Damage,15616.03431684655
27.0,3.0,5.452228662954074,21.650561651642878,589.0,20.0,12.732405567531517,Midwest,Compact,Total Loss,4995.18937076283
40.0,4.0,37.28269247448176,34.56647714753208,844.0,82.28786766080421,5.727525640476831,West,Luxury,Moderate Damage,10752.91018398675
44.0,7.0,25.136733619424472,26.195626850355733,748.0,97.04027778814633,10.572167191094701,Midwest,Compact,Minor Damage,8729.464370719497
39.0,4.0,39.88853015948902,46.60099724101417,757.0,78.47606477656525,6.167368834569549,South,Compact,Moderate Damage,12241.543524068727
18.0,1.0,23.398984696372818,35.25359293385169,696.0,75.60727831636157,9.647010394732938,South,Luxury,Total Loss,8064.31039903238
27.0,4.0,17.82847345003739,31.502961011824222,683.0,76.4367171522002,15.66855464608205,South,SUV,Major Damage,7510.221764603598
31.0,6.0,27.140971685273453,21.23576016340502,680.0,58.130810140613036,16.92423161342226,Northeast,Compact,Total Loss,8293.112356198975
45.0,15.0,33.462108038425896,40.204404453267216,838.0,80.50216473748637,12.855794597963541,South,Sedan,Minor Damage,10906.06342697435
38.0,14.0,30.838506323378358,24.457507805968383,700.0,73.63273890411926,9.718637950264059,West,Sedan,Major Damage,9115.342521740826
66.0,16.0,27.381024913413064,31.845083407017636,736.0,77.72848689178852,18.352397329441672,West,Compact,Major Damage,10701.570342809411
39.0,10.0,33.57184672991998,52.72742440913059,605.0,50.83311025158471,9.66563746497528,Midwest,Sedan,Total Loss,12085.611898842828
40.0,5.0,30.41240204459885,25.740513953629318,716.0,91.31255913588804,7.4572540327639825,South,Sedan,Total Loss,9300.532773799272
55.0,6.0,37.94918128022003,47.67920456910272,754.0,99.87582850301723,14.785931871667135,South,Truck,Minor Damage,13028.361854352901
49.0,9.0,17.432722482620207,10.0,621.0,30.5640837529276,13.830936170278827,Midwest,Sedan,Total Loss,6833.681776650002
63.0,11.0,18.14456339112569,26.14961046363768,722.0,92.47176969609967,9.829696356296637,West,Sedan,Total Loss,8600.395754667283
35.0,4.0,17.27400135233092,32.266372637321915,684.0,45.97642548582571,12.40090091827827,Midwest,Sedan,Minor Damage,7804.432536792348
59.0,17.0,40.60929148566536,53.457265345375276,581.0,50.36396843502267,13.768639955407092,Northeast,Truck,Minor Damage,14245.190949365004
39.0,4.0,29.371705036710974,46.02447223627977,691.0,54.68712376691079,12.814715364207265,Midwest,Truck,Moderate Damage,10916.08141851421
59.0,11.0,47.25921402104682,50.07232537636869,767.0,75.49419075575685,13.835755819858322,Midwest,SUV,Moderate Damage,14691.562028762975
49.0,6.0,7.893034604510866,16.380510908885647,699.0,83.36204139944844,9.977140553760103,Northeast,Sedan,Moderate Damage,5705.824577231484
46.0,7.0,28.08820809903639,22.94931939250565,850.0,84.98797122683992,14.104980176958396,Northeast,Compact,Minor Damage,8896.80127067987
44.0,5.0,29.754577556530712,37.92258228478396,631.0,32.609291513200695,12.070231350333128,Midwest,Truck,Total Loss,10661.74900002065
42.0,5.0,45.88165026519809,40.793390961568726,734.0,48.10298909730229,10.112757913854587,South,Sedan,Minor Damage,12955.537764551576
31.0,6.0,9.656904444888564,10.0,671.0,54.16694451608416,11.0164609510669,West,Sedan,Moderate Damage,4641.947190509957
38.0,4.0,5.0,10.0,817.0,111.95105088623453,11.608392656302328,Northeast,SUV,Moderate Damage,4046.2098164075583
58.0,15.0,35.78912061265001,51.51829371091563,586.0,77.0977985594868,6.218486651754884,Northeast,Sedan,Minor Damage,13148.293755064622
67.0,7.0,22.961836050025255,45.324276627323485,607.0,51.345415913954525,9.453363013720287,Northeast,Compact,Minor Damage,11337.551613032674
19.0,2.0,50.370394310648194,42.67122882532819,635.0,44.56265146963021,12.259622062371143,South,Sedan,Moderate Damage,12925.748004182762
36.0,4.0,28.246020752412022,29.775374074339908,623.0,85.45716896903772,6.596035858444591,South,Compact,Major Damage,9277.833935270111
38.0,6.0,24.117820638586515,26.455548851804338,689.0,67.19875238187869,9.520305352741678,West,Sedan,Moderate Damage,8404.124637750865
44.0,2.0,43.10663446891386,51.844540573786034,617.0,22.48107658663536,21.53857991348749,Midwest,Luxury,Minor Damage,14088.022914077148
52.0,5.0,26.774763293302733,33.770862764122526,666.0,69.09442177982137,7.482966540715224,West,Compact,Total Loss,10097.957678643093
54.0,3.0,24.849092088212533,17.496232979428353,690.0,83.1705990045217,10.464744349398282,Northeast,Sedan,Major Damage,8663.681060321105
32.0,1.0,26.153226712172376,46.71513431910727,707.0,66.2611860693615,8.665130885885075,Northeast,SUV,Moderate Damage,10047.823024501566
38.0,3.0,23.127650147047415,37.895331990769144,739.0,73.8462500397095,11.532519984186653,Northeast,SUV,Moderate Damage,9166.08708092331
18.0,3.0,30.43931465268955,28.68599653124351,769.0,88.77675879347271,8.74032662746008,South,Sedan,Major Damage,8396.285086089416
53.0,4.0,42.76774965013614,50.13487215397472,767.0,91.7645667418941,11.027027506830269,Northeast,Compact,Total Loss,13757.627907509155
42.0,3.0,29.526087030331425,31.334002466937342,802.0,100.69425462280365,9.125811859400429,Midwest,Sedan,Total Loss,9614.778548389711
41.0,6.0,27.002397691342072,23.60522358749933,829.0,77.65956346220146,16.2205112654793,Northeast,Truck,Major Damage,8646.29032233824
58.0,16.0,24.638667906999927,35.031776315262086,761.0,47.01465626247028,12.326548150878187,Northeast,Compact,Minor Damage,9944.50599504291
47.0,7.0,26.880872013498823,24.236620411999205,770.0,78.86727621224696,7.98810937214712,South,Compact,Moderate Damage,8875.763169288439
44.0,14.0,23.420426855041462,33.18036992915629,769.0,113.41699405714408,15.363186095330772,South,Sedan,Major Damage,9003.573274971992
76.0,18.0,14.372832813693709,27.85984999968723,759.0,66.84830875439766,8.166933535879547,West,Compact,Moderate Damage,8600.886260426025
53.0,8.0,32.12265492447923,37.71668433334145,616.0,61.060684969424,5.7436792443533955,West,Sedan,Minor Damage,11277.324966448035
44.0,6.0,5.700502141298713,12.994490728419219,678.0,74.54316616969716,11.987830050268771,Northeast,Luxury,Major Damage,4948.3303307250635
40.0,8.0,22.009028626064136,10.938184812945128,660.0,38.07468247878069,19.629057697359915,West,Compact,Minor Damage,7227.135521379229
58.0,14.0,42.249125820184,44.83878709488255,682.0,71.13594056446973,4.68934348433645,South,Sedan,Total Loss,13367.705427726614
38.0,7.0,46.22106436782616,59.30238027435061,707.0,49.23137833091171,6.676048313723612,South,Sedan,Moderate Damage,14225.251284965063
53.0,12.0,29.485055710291324,34.431607523079656,833.0,85.87042896668969,15.010102652643377,Northeast,Sedan,Minor Damage,10356.539524706157
31.0,4.0,16.061723770389506,25.64425947625411,532.0,53.69663527262534,9.430714401552159,Midwest,Compact,Moderate Damage,7122.56718369756
33.0,6.0,22.520454571337137,29.194204606494086,698.0,61.09380568305885,14.447794268986174,Northeast,Sedan,Moderate Damage,8238.799410944754
54.0,8.0,5.0,10.903116484393792,685.0,58.363840544362425,8.650044372232212,Northeast,Sedan,Major Damage,5048.500428057308
44.0,5.0,5.967936599718026,16.513184137546613,823.0,97.31017252278885,12.567848709636705,Northeast,SUV,Major Damage,5009.441438702351
52.0,12.0,31.903113978754984,45.09080731790211,717.0,62.909257879026946,18.977895701541954,South,SUV,Minor Damage,11853.179074783964
44.0,6.0,29.63349560891013,32.371349555535325,829.0,106.79029231650917,7.2216414119125165,Midwest,Compact,Moderate Damage,9667.273341077158
38.0,5.0,38.96328661081641,47.78022552362742,773.0,83.79760566632834,16.095043240549217,West,Sedan,Minor Damage,12348.287114526385
43.0,4.0,43.60211832175767,59.80452824044787,774.0,86.04641573491205,14.718827186528348,Midwest,Sedan,Moderate Damage,14234.65068716269
50.0,6.0,25.830310658953287,38.14031495281422,672.0,67.01489560074374,6.043022995604365,West,Luxury,Minor Damage,10142.84736995824
43.0,11.0,10.724702430414073,10.0,849.0,97.72295773390464,14.235602094967092,Midwest,SUV,Moderate Damage,5051.5954169362885
45.0,4.0,31.071332524940157,48.282910584589324,795.0,107.4112994975185,12.291224515450425,South,Compact,Total Loss,11430.61333839443
44.0,5.0,30.945984181531752,27.62180817778299,741.0,107.34893066100838,12.364376039654918,South,Sedan,Total Loss,9803.751682443775
37.0,7.0,20.942696812908284,34.57813514087248,541.0,20.0,13.346070265806812,South,Sedan,Minor Damage,8904.307089851212
51.0,9.0,24.275246362293835,20.973757453586796,828.0,74.9404208513298,10.59853662233678,South,SUV,Moderate Damage,8343.150966189438
36.0,3.0,26.263770871091882,33.34425229030947,706.0,102.81990172036815,12.28039583576959,South,SUV,Moderate Damage,9257.11570978278
51.0,6.0,19.014259947717076,14.651824215701915,712.0,102.75822924534319,12.965809700161154,Midwest,Sedan,Moderate Damage,7384.430171917743
54.0,12.0,34.85134833524647,50.687043735492736,670.0,71.69052631406662,14.984231755542114,Northeast,Sedan,Total Loss,12837.271543014944
38.0,1.0,29.39994101403404,41.62437601721325,703.0,96.30699863789731,5.891355866487675,Midwest,Sedan,Moderate Damage,10366.225130144358
69.0,17.0,37.18524993250019,44.37615195506109,680.0,40.741247715192074,17.16354358596442,Northeast,Sedan,Minor Damage,13391.968235929027
47.0,5.0,8.639581165540722,29.729975968164325,664.0,49.32540565570906,7.378838627763147,Northeast,Compact,Total Loss,6805.806217978333
52.0,10.0,23.559560649181634,23.13989540116108,648.0,41.029903640730964,15.046513856585548,South,Sedan,Minor Damage,8915.28857588477
45.0,13.0,32.14744413581735,48.66893424556736,783.0,109.83662312192946,12.31778039709112,South,Sedan,Moderate Damage,11512.575869945269
46.0,5.0,51.38755733737143,55.14192973132558,728.0,56.82209609273458,6.8753746288052096,Northeast,Compact,Minor Damage,15060.372344831892
45.0,9.0,26.547094811313354,46.02217015265626,655.0,20.0,14.112581878816018,South,Luxury,Minor Damage,10821.652380879903
35.0,5.0,31.166661932200263,46.19416390415614,727.0,56.01999780583361,8.218373443219315,South,SUV,Major Damage,10796.991738243014
44.0,4.0,26.425838148821914,26.369939479353814,809.0,56.51507961583455,16.275182220630562,Northeast,Sedan,Minor Damage,9002.350436187357
56.0,6.0,35.34605942342301,41.90068086325334,654.0,55.16789658465472,9.156660645995023,Midwest,Sedan,Minor Damage,12284.879898723593
35.0,3.0,33.816815775627084,45.41145120217635,733.0,109.09675580143195,6.02005560957849,Northeast,SUV,Minor Damage,11094.939852757632
53.0,10.0,30.642271770461594,13.567007743255065,598.0,39.42580287829831,18.135380420145182,Midwest,Compact,Minor Damage,9439.085895533273
47.0,3.0,19.385761427751575,29.651863570358213,594.0,61.578920628547536,12.725294684947634,South,Sedan,Minor Damage,8715.145666915083
62.0,7.0,17.98794176100805,17.328081569749184,648.0,54.1929167717509,15.468764503045263,South,Compact,Major Damage,8170.156902307274
54.0,6.0,28.12025382088683,35.67234697898427,687.0,64.5295080409665,8.594112484986532,West,SUV,Minor Damage,10522.67864357643
40.0,5.0,46.55678424627795,57.785293587964716,688.0,41.84156331715873,4.432757853167197,West,Sedan,Minor Damage,14266.16007030805
33.0,9.0,34.08298864163573,20.49371190800689,705.0,48.960827411261675,18.700809696351108,Midwest,Truck,Moderate Damage,9324.465491294688
22.0,1.0,12.983725813128558,12.642607013946598,759.0,77.38965356274268,11.974292751284205,Northeast,Sedan,Moderate Damage,4825.324751867117
18.0,2.0,24.268342402167132,24.227935118559053,619.0,100.63514830932331,13.965407576654187,Northeast,SUV,Moderate Damage,7559.621359226148
44.0,10.0,31.383386485708613,45.048020568572326,822.0,143.9735446147166,14.626383122393076,Midwest,SUV,Minor Damage,11083.009196401907
44.0,5.0,39.0632365360914,51.12681123472635,674.0,42.288249142465276,10.658435787937243,South,Truck,Minor Damage,12993.09127389025
51.0,9.0,48.09124919285357,57.27824876220676,759.0,98.72318765297707,12.904918190462066,West,Compact,Minor Damage,15015.570234666127
51.0,7.0,31.95787673042212,28.332807051834433,712.0,25.72369487913187,18.375810370021778,South,Truck,Major Damage,10540.701332960618
35.0,5.0,27.206651272575915,25.583675198637657,623.0,60.24525504001672,11.87023508448268,South,Compact,Moderate Damage,8853.447583889467
33.0,1.0,29.623390102627816,43.45724839079756,647.0,28.426794815224667,15.7684052656783,South,Sedan,Moderate Damage,10655.298518299935
57.0,4.0,20.831427267458285,10.0,680.0,20.0,4.0350120798775135,Midwest,Sedan,Total Loss,7455.589392115681
59.0,10.0,32.464977744008635,41.74568911244763,653.0,47.18928525158507,16.495042521276858,Northeast,Compact,Major Damage,12115.777853629026
55.0,9.0,35.42154870865862,35.50935327747752,721.0,80.37594069402611,5.911982807976106,West,Compact,Minor Damage,11474.780138696397
53.0,8.0,54.05431433274994,67.26746062138653,727.0,87.81647843879313,16.037635296134003,South,Sedan,Major Damage,16966.484882026765
41.0,7.0,33.696905258078694,40.81786315123394,687.0,32.589040610375136,13.562524881805086,West,Sedan,Total Loss,11230.027962855647
39.0,3.0,24.200758685163112,40.694150846217205,702.0,46.5862944364801,11.616317295704487,South,Sedan,Minor Damage,9677.053802864457
53.0,12.0,24.02200734040583,44.294850376447215,600.0,58.14677007274979,11.60164711516828,Midwest,Sedan,Minor Damage,10706.930309055859
