hour_of_year,day_of_week,day_type,season,hour_of_day,temperature,precipitation,irradiance,electricity_demand
80.0,Monday,Weekend,Fall,Afternoon,40.0,0.010946579831733305,379.27694478662306,30919.653007327302
81.0,Friday,Weekday,Summer,Morning,9.28940863774981,3.4090746718309632,401.802084607729,7519.670149605226
82.0,Saturday,Weekend,Spring,Afternoon,0.9371847644062328,0.09789480177885629,16.397228981723657,5580.741425886905
83.0,Sunday,Weekday,Winter,Morning,20.37784080128312,0.6527672685328183,311.87275904736856,14794.894378526285
84.0,Thursday,Weekday,Spring,Midday,9.807986407808052,3.331812331237162,208.92186253249542,9144.292629108046
85.0,Wednesday,Weekday,Winter,Morning,6.758247195830208,0.2229963269282409,145.74083415985692,8097.5251923845635
86.0,Thursday,Weekday,Spring,Morning,26.226781810094472,1.1152531063696312,314.1378609978089,21888.218778576298
87.0,Sunday,Weekday,Summer,Night,7.979633083764778,0.2839555313607391,238.58101935299504,8258.934774231519
88.0,Saturday,Weekday,Summer,Midday,12.251855128584367,0.032912453203704506,0.0,9413.366031230551
89.0,Thursday,Weekday,Winter,Midday,13.479141262992199,0.03758871856720625,79.62004276479423,9414.020127159749
90.0,Saturday,Weekend,Summer,Midday,7.680240299506527,0.028337568392740153,219.230678694058,7214.535892989638
91.0,Friday,Weekend,Winter,Midday,-2.053226608110254,0.08570043174432751,0.0,4741.082059816541
92.0,Sunday,Weekday,Spring,Night,18.782347017062417,0.05330157278784764,232.39812547898782,11472.690245197417
93.0,Wednesday,Weekday,Fall,Evening,24.219046047094622,0.02400473556015381,379.45347769236395,15037.765086611216
94.0,Thursday,Weekday,Winter,Evening,17.422183643494343,1.0404846854665835,305.498743996641,10708.894046235057
95.0,Thursday,Weekday,Summer,Night,32.10642812583368,0.19537504402154093,391.50130533091243,23612.67133471321
96.0,Monday,Weekday,Spring,Afternoon,16.970328787335514,0.08214308609021431,109.13369300309205,11655.545420427581
97.0,Saturday,Weekday,Summer,Evening,29.479480900379393,0.25315307330020287,309.191824317839,24358.28856158239
98.0,Saturday,Weekday,Fall,Morning,30.277062008773683,0.08359406530029562,447.510511977913,24948.15462668467
99.0,Friday,Weekday,Fall,Morning,34.244116909075885,0.08492550051775793,460.91600357241225,28547.444286604285
100.0,Friday,Weekday,Winter,Afternoon,31.136212505366146,0.13324582035523502,192.76448071982335,23128.182392233393
101.0,Monday,Weekday,Spring,Night,4.534916901698516,0.1495185786569792,0.0,5483.879601072046
102.0,Thursday,Weekday,Summer,Night,11.471486589920172,0.8894807104600091,74.85504217924455,7606.758341656513
103.0,Thursday,Weekday,Winter,Night,10.107880639495843,0.12392320633482623,154.74514068000587,7090.266073251535
104.0,Wednesday,Weekday,Winter,Night,7.719661017392331,3.290905750456046,252.39390223750917,6513.333702421892
105.0,Friday,Weekday,Winter,Evening,2.3431892664268705,1.7174425393963428,287.2197003343788,6016.294212925456
106.0,Saturday,Weekend,Spring,Night,12.909502243897457,0.16125365559327481,125.40028531647754,9441.540201284044
107.0,Sunday,Weekday,Winter,Midday,13.700573970673219,0.26467761718375643,221.36329252955042,10488.224499002798
108.0,Friday,Weekday,Winter,Afternoon,18.09460163741784,0.1613521551697118,31.560503648163973,13738.693571023234
109.0,Saturday,Weekday,Fall,Morning,24.576577853610765,0.8239489063242335,340.2253894340365,20523.979558941483
110.0,Friday,Weekday,Spring,Night,2.370339682426833,0.7979389649612613,276.999627700241,7316.454456937448
111.0,Monday,Weekend,Winter,Midday,-3.9248192120737855,0.40169831728713146,160.02538532613133,6193.071038118171
112.0,Friday,Weekday,Winter,Midday,32.66887216893814,0.777394575450312,572.289746476661,27483.768044534958
113.0,Friday,Weekday,Fall,Evening,14.856622531146455,1.4559961922809956,326.65597774326403,10625.976562108812
114.0,Sunday,Weekday,Spring,Night,16.70732578271547,0.0485516714526516,499.7505468995556,11524.687056363995
115.0,Friday,Weekday,Spring,Night,25.76822042785987,0.009632953990486137,229.29747503462065,16817.567563550376
116.0,Saturday,Weekday,Summer,Afternoon,13.813119758755768,0.8921844043355409,349.02561462679245,8958.867238337729
117.0,Friday,Weekday,Fall,Midday,23.863494643239036,0.31111265918932224,319.1596256841247,14594.816137683383
118.0,Tuesday,Weekday,Winter,Afternoon,11.564763726134622,0.2030281886517179,293.1573537182577,7921.3340201446235
119.0,Sunday,Weekend,Spring,Midday,23.821924883532382,0.7036782011353595,437.0867094993141,16291.013461995983
120.0,Saturday,Weekday,Winter,Morning,14.295430179694623,0.14180957162039265,133.7939937954891,10133.548294364262
121.0,Saturday,Weekday,Fall,Morning,11.93994026772745,1.0522230724112407,230.74136766067573,10149.722234644727
122.0,Tuesday,Weekday,Spring,Night,28.867741472706598,0.050666183313604174,375.3376353530207,23031.396163114703
123.0,Sunday,Weekend,Summer,Night,14.625994752403638,0.65454294558157,329.2683866814078,10996.699260431991
124.0,Monday,Weekday,Winter,Midday,31.303422478125803,0.2842917528492752,421.4071477114543,23706.18192926789
125.0,Saturday,Weekend,Summer,Midday,19.06491190124405,0.030536767792352815,222.71648164101484,11976.899911824472
126.0,Sunday,Weekday,Spring,Afternoon,30.324517998005774,0.10152706498036285,96.42263552815152,19877.309911133936
127.0,Tuesday,Weekday,Summer,Afternoon,19.533631126363634,0.8405905221983319,53.59204243521998,11127.3993103376
128.0,Wednesday,Weekday,Summer,Midday,9.722843470868062,0.3524705434369421,309.2897906651386,7442.179882537713
129.0,Friday,Weekday,Fall,Night,27.530102583870672,0.07728782873295087,386.18877903299824,19009.338879177583
130.0,Thursday,Weekday,Summer,Night,31.34624672212233,0.17151500822882887,290.6174989668932,24057.756042134137
131.0,Monday,Weekday,Spring,Midday,38.09974836672614,1.4465120414331867,569.9171712306093,34160.45832096479
132.0,Friday,Weekend,Fall,Night,6.91126915614751,0.6913485765331555,348.4505653719537,8335.345260496104
133.0,Tuesday,Weekday,Fall,Midday,5.933067042008391,0.9293822386404651,313.40048033855453,8186.383223877443
134.0,Saturday,Weekday,Winter,Morning,22.283696558057834,0.35586913704165807,227.89536867091084,17956.295091900898
135.0,Tuesday,Weekday,Winter,Night,9.02349964566734,0.0636653469371361,64.06991089401868,8290.674238653228
136.0,Sunday,Weekend,Summer,Midday,9.513682493661502,0.6253096616503169,79.85200320430609,8100.409870387883
137.0,Wednesday,Weekend,Summer,Midday,32.77461235229262,0.0625953299802301,317.9453148559554,25734.57294624202
138.0,Thursday,Weekday,Fall,Night,23.364760247978335,0.005237677677786823,152.05608984303404,15402.03755191523
139.0,Saturday,Weekday,Spring,Afternoon,7.719118690724589,0.4112160598265214,279.87983150081345,6867.719394353122
140.0,Tuesday,Weekend,Fall,Morning,13.45236928303058,0.24612944372340884,142.43962134544478,8571.401261260735
141.0,Friday,Weekday,Spring,Morning,17.644928587088415,0.5930482850780215,199.9385825921749,10488.087710960655
142.0,Sunday,Weekday,Winter,Morning,12.215932701379792,0.31726630901486125,267.0327775433354,8285.745970953822
143.0,Monday,Weekday,Winter,Midday,16.883975891515053,0.028692312833613842,141.71693847032225,10924.981217179582
144.0,Friday,Weekday,Fall,Night,22.48769978955079,1.5318206641619712,360.7760762803725,15883.012791047902
145.0,Saturday,Weekday,Winter,Morning,19.955775028984046,0.05638601926748854,405.62586996793243,15582.881728082599
146.0,Saturday,Weekday,Winter,Evening,17.284891609816558,0.24826458313603728,234.91732067335525,13050.907508434155
147.0,Tuesday,Weekend,Fall,Night,9.506315235381853,0.07537212656880848,22.771539302780013,7872.306337162362
148.0,Monday,Weekday,Winter,Midday,21.410679671481077,0.20000308412973067,266.2633481610615,14637.321050269362
149.0,Saturday,Weekend,Summer,Night,36.67268248328294,0.6209607423932748,681.9961096450322,28198.07079421685
150.0,Saturday,Weekend,Summer,Morning,25.127325501807533,0.348068809873705,364.40037734362033,15887.323111734007
151.0,Saturday,Weekday,Winter,Night,22.343939546772344,1.1075072239436694,253.26356889238633,13476.581593318444
152.0,Saturday,Weekday,Fall,Night,24.06088478156262,2.4886672287373006,467.0021614959131,15352.542904692398
153.0,Wednesday,Weekday,Summer,Afternoon,16.89343646298896,0.7514947691681751,265.6874907068006,11117.832283596461
154.0,Friday,Weekday,Fall,Morning,14.732853724618243,0.8286912846979094,268.4242493698282,10513.830044381308
155.0,Saturday,Weekday,Winter,Morning,13.567085055404071,0.31694101513717265,389.77411957722524,10798.78679429281
156.0,Wednesday,Weekday,Spring,Night,11.074984464875886,0.4137605772892307,203.16124140150322,9788.820333464164
157.0,Sunday,Weekend,Spring,Afternoon,31.601976657868082,0.047679087097409756,326.4235623585937,28460.475018791094
158.0,Saturday,Weekday,Summer,Morning,12.621757832372184,0.23292103251201446,6.153861306351018,10308.44940052019
159.0,Tuesday,Weekday,Winter,Morning,10.571762611927133,2.4263568442184376,442.30345984538815,9648.930830240994
160.0,Saturday,Weekend,Spring,Midday,22.28673670109679,0.2601229488735516,353.2643032567788,16447.859562866648
161.0,Tuesday,Weekend,Summer,Morning,8.866812399309055,0.7032981178487551,0.0,7385.71562758048
162.0,Saturday,Weekday,Spring,Night,-1.7525257849728249,3.599873045878644,422.11646710411276,5861.230443501216
163.0,Sunday,Weekday,Winter,Morning,33.44715329163812,0.1520880195046726,432.79036267618915,24280.627022548768
164.0,Wednesday,Weekday,Winter,Evening,6.052613306821531,0.8087635925727947,116.83588904521969,5927.274786613835
165.0,Sunday,Weekday,Fall,Night,19.290919541788927,0.21458203826855393,220.374737273233,11397.965257314589
166.0,Saturday,Weekend,Fall,Night,7.475634537725771,0.16596518246800418,33.50479752722967,6216.656654985553
167.0,Saturday,Weekday,Spring,Morning,4.722359689961644,0.6379413881844314,2.751590679263785,5642.71041091322
168.0,Sunday,Weekday,Winter,Night,-9.493811347924872,0.37494610793189126,0.0,5975.60828585754
169.0,Friday,Weekday,Winter,Morning,21.231281969998545,0.34125871991939416,295.6269460900513,16380.012632468686
170.0,Wednesday,Weekday,Spring,Night,18.51948646557902,0.02955707521344897,252.7428998217875,13594.163383197452
171.0,Tuesday,Weekday,Fall,Morning,4.315338166027969,0.554292149876425,159.20964593362095,6787.134613685916
172.0,Wednesday,Weekday,Spring,Morning,0.17560060496035312,0.946800487568304,0.0,5063.793158056964
173.0,Friday,Weekday,Fall,Afternoon,11.299871607909589,2.1151017518864643,182.1886269716774,8047.710177654998
174.0,Saturday,Weekday,Spring,Evening,19.00085323905769,0.14820241317947347,327.9892533993509,11631.706059748441
175.0,Saturday,Weekend,Fall,Morning,17.080339319484402,0.017144718690950023,334.84984808552497,10329.437472771639
176.0,Saturday,Weekday,Spring,Night,19.967827547147927,0.8604212501355089,320.6090106483773,12365.763393519233
177.0,Friday,Weekday,Winter,Morning,8.50139952210456,0.4832006126939134,87.652643448762,6885.162064423131
178.0,Sunday,Weekend,Spring,Afternoon,5.407790498913917,0.8427904696341987,171.7389841509195,6578.194478612378
179.0,Thursday,Weekday,Spring,Night,38.294047098137526,0.3830540851969001,406.8100866336502,34080.18223285798
180.0,Sunday,Weekday,Winter,Midday,18.230397560452115,1.238858876187051,262.99874269511105,14258.912353773565
181.0,Saturday,Weekend,Spring,Night,19.720311653510482,0.03143030813600067,291.69580176336723,15913.67032468791
182.0,Tuesday,Weekend,Summer,Midday,29.805776758065676,0.033456840497488094,428.51658948247893,26210.622325122426
183.0,Tuesday,Weekday,Fall,Night,25.0307298136842,0.3491912974926513,310.8521211433113,19942.837797820357
184.0,Saturday,Weekday,Fall,Morning,29.731064756873913,0.6636827900149354,186.43531808161296,23078.311170231522
185.0,Friday,Weekday,Fall,Night,32.104605781204555,0.0890570591067209,494.0768953537874,25616.5907379782
186.0,Saturday,Weekday,Fall,Night,37.88753109218372,0.020863887474195764,81.151751413118,29981.552305774443
187.0,Saturday,Weekday,Summer,Midday,14.965365838325248,0.7040751821540449,142.0067689792037,9506.330687869344
188.0,Friday,Weekday,Winter,Night,10.81887497582537,0.10618939330208188,109.7285394669599,7302.538025411782
189.0,Tuesday,Weekday,Summer,Morning,16.178183106158407,2.4991036694188993,440.1618792689468,10048.937967133399
190.0,Monday,Weekend,Fall,Afternoon,19.136934938291457,0.1931250867593598,107.09848659593926,11632.556663956455
191.0,Thursday,Weekday,Winter,Midday,10.037922483287431,0.20781090256049517,194.17903479498557,8013.517433558159
192.0,Sunday,Weekday,Fall,Morning,8.638147015800943,0.09990721857719215,153.50445870415192,7919.087863820081
193.0,Friday,Weekday,Fall,Night,7.314911438701936,0.28373656346855847,30.396631782315524,7408.933705160039
194.0,Tuesday,Weekday,Winter,Midday,27.101385095889043,0.10082006996774118,329.29271120656506,21252.7460639975
195.0,Friday,Weekday,Spring,Night,10.18236544654636,0.09077145401984121,0.0,8139.512948945449
196.0,Saturday,Weekend,Summer,Night,18.22380971802013,0.17103054181272948,115.97912508047253,12232.427218480505
197.0,Tuesday,Weekday,Fall,Night,13.00734740941358,2.9975758530250305,263.5013352614674,8645.686945167454
198.0,Friday,Weekday,Spring,Evening,-1.2223867327304383,0.34374382372892426,0.0,4583.398389709126
199.0,Friday,Weekend,Spring,Night,27.84513364447076,1.4339156483807112,129.28667194307326,17296.943976689046
200.0,Tuesday,Weekday,Fall,Midday,28.756004702302736,0.5896808113658605,308.54625114619785,18983.309425796157
201.0,Saturday,Weekday,Winter,Evening,17.425033019544493,1.676080298359187,328.6791410290683,11567.56845778553
202.0,Saturday,Weekday,Winter,Night,17.27719511759003,0.21945982201460912,156.82593608366975,12200.60550193428
203.0,Sunday,Weekday,Winter,Night,16.89258424936524,0.47551771995192416,177.87912748034074,12361.914460254045
204.0,Sunday,Weekday,Winter,Afternoon,21.21369650203544,0.005358748762175236,66.92655497141772,16349.278861749968
205.0,Monday,Weekend,Summer,Midday,12.157261768464096,0.04381957890731791,218.15465453408905,10914.961815449213
206.0,Tuesday,Weekday,Winter,Morning,9.742743966964998,0.044461297318977855,183.08172698135482,9350.213760869205
207.0,Saturday,Weekday,Fall,Night,5.381381993024402,0.08894026019318768,166.15402802706438,7253.168259264951
208.0,Saturday,Weekday,Fall,Morning,16.538340981313496,0.2576853086453353,181.40987598330213,11995.351589130769
209.0,Saturday,Weekend,Summer,Night,21.152061192742618,0.5589757346224179,260.37697083433636,14904.45106718237
210.0,Sunday,Weekend,Spring,Midday,24.78288819968235,0.017493528426027694,193.22725776746714,16785.112105789824
211.0,Saturday,Weekday,Winter,Morning,1.2943319444745942,0.8962516401761583,70.31439266469906,5013.361392275905
212.0,Sunday,Weekend,Winter,Night,30.263039947042632,0.017861832538266675,410.28862460862604,20520.95779228767
213.0,Sunday,Weekday,Summer,Night,15.039428812993014,0.1486177564131852,89.93323526102341,8857.849843658945
214.0,Saturday,Weekend,Winter,Evening,25.809215714324242,0.09880116725702681,218.53422098557502,16297.476606354641
215.0,Thursday,Weekend,Summer,Evening,13.015210475616996,0.5949729222318028,279.3627193267007,8985.367507207082
216.0,Saturday,Weekday,Fall,Night,28.988494093229356,0.1716877143617468,517.2155664969179,22213.39539478341
217.0,Wednesday,Weekday,Winter,Afternoon,21.31463116791533,0.010898073015651821,179.23166757401498,16283.471226057934
218.0,Friday,Weekday,Summer,Night,22.77857977906244,0.09863239469451263,359.5833412686615,17377.042066592774
219.0,Thursday,Weekend,Spring,Night,0.2747878429421533,0.004866990685254646,161.23570818634752,5876.920174780331
220.0,Friday,Weekday,Spring,Evening,17.236302992559498,0.2205762562187119,91.4199562140213,11294.297141452647
221.0,Sunday,Weekday,Winter,Night,30.5179989832595,0.32694475275701473,393.17926046543175,21317.983689491426
222.0,Monday,Weekend,Fall,Morning,-6.076784542014725,0.4034089705465298,93.48078992664651,4956.460664758312
223.0,Saturday,Weekday,Winter,Night,8.034935390574894,0.30873276748391165,207.60824084692055,6491.48375884143
224.0,Monday,Weekend,Winter,Midday,25.026879462122714,0.07574981992703167,385.1724656145942,16095.567040226302
225.0,Thursday,Weekday,Fall,Evening,9.604251165767012,0.3844551635489295,91.5090176586723,7368.216940033424
226.0,Sunday,Weekend,Winter,Midday,8.626523726413145,0.5289504657766961,406.6932448357781,8197.059989103063
227.0,Friday,Weekday,Winter,Evening,19.628802524321628,0.020401136400136743,216.70018620394194,14568.717084997776
228.0,Tuesday,Weekday,Winter,Night,8.004873423307277,0.38405293907695176,274.69706727888524,8671.546359878563
229.0,Wednesday,Weekend,Winter,Morning,20.78853503167515,0.7365253908705255,206.00190260206614,16637.136107838785
230.0,Saturday,Weekday,Summer,Night,22.32268275853241,0.16835592057304366,130.56183929394376,17638.863763415768
231.0,Wednesday,Weekend,Summer,Midday,11.2722327666517,0.7351064553111015,305.91856658585544,9705.981759438593
232.0,Friday,Weekend,Spring,Evening,36.738656631027965,0.1608159783078939,429.98951186028444,31996.54440156485
233.0,Friday,Weekday,Winter,Night,4.872422512473687,0.6275895099111771,153.10909266992235,6658.635359139958
234.0,Wednesday,Weekday,Fall,Night,-0.06934121810138727,0.13392108747035025,12.428385224230738,5217.521759747246
235.0,Sunday,Weekday,Winter,Evening,9.395058338123299,1.2321562572840234,157.02945638559626,7250.664479478971
236.0,Saturday,Weekday,Winter,Night,40.0,0.19868503246880276,503.371101668636,30552.901300763173
237.0,Monday,Weekend,Summer,Midday,15.78269978003133,0.013974218299417696,97.8076551774872,9214.14406259127
238.0,Friday,Weekend,Spring,Night,19.024200323365754,0.09737639208698817,143.00450611789284,11565.393583702864
239.0,Wednesday,Weekday,Winter,Midday,19.09761179800664,0.14280220287696976,45.8389554870856,11908.297521842142
240.0,Sunday,Weekend,Spring,Night,37.57494717505284,0.0027248452794571554,416.82251608500724,31521.896664645268
241.0,Wednesday,Weekend,Spring,Morning,17.124067694101484,0.5196527123698198,212.15843020600192,12883.489310576848
242.0,Friday,Weekend,Summer,Midday,4.3391654910802835,5.435453050791505,506.2001584340945,7282.508767868806
243.0,Saturday,Weekday,Fall,Night,11.77427265908914,2.63124809346368,227.3889874825976,9251.306853235688
244.0,Sunday,Weekday,Winter,Midday,10.546911315530759,0.31161184421587856,209.4279887557571,8446.644711934352
245.0,Tuesday,Weekday,Fall,Midday,-1.6751472883705745,0.7414482379885792,353.0122533275776,5332.528783028264
246.0,Thursday,Weekday,Spring,Morning,-11.165293440006604,0.08552129642440298,0.0,5538.049793838043
247.0,Thursday,Weekday,Summer,Night,19.323179971524045,0.04079913047151851,203.21691502481187,11299.265280508893
248.0,Wednesday,Weekend,Summer,Midday,24.574183299117255,0.5724702583855015,195.1109026937948,15457.429370221433
249.0,Sunday,Weekday,Winter,Midday,24.29201058742294,0.18249392010579069,200.2592634272803,16035.655976182352
250.0,Saturday,Weekend,Summer,Night,30.137532369314684,0.00640054566018855,204.6874459683497,22570.52340668236
251.0,Tuesday,Weekday,Winter,Night,19.201365507784203,0.11373925228119941,213.53331904669926,13804.951521764344
252.0,Sunday,Weekday,Summer,Morning,-3.313904540978516,1.0212911879474422,313.7636383219335,6630.515253255973
253.0,Sunday,Weekday,Winter,Midday,16.8637240073743,0.020477666860502564,63.168248997156866,13290.62516490428
254.0,Sunday,Weekday,Summer,Morning,15.124636863265362,0.33178911176652537,221.01908618024646,12129.166726744059
255.0,Monday,Weekday,Winter,Night,28.823569072147173,0.4457696381696449,350.8793181073807,23726.07686134294
256.0,Thursday,Weekday,Fall,Midday,-9.947021768152478,1.5240069904141493,0.0,6179.710195239337
257.0,Sunday,Weekday,Fall,Afternoon,18.332245765248437,0.36635004700002727,174.12550717882905,12614.913366683348
258.0,Wednesday,Weekday,Spring,Midday,27.116926628875568,0.29905335375484016,381.0392992325253,19089.73510739772
